会员卡号,性别,年龄,会员卡注册时间,会员卡级别
1010010011249083,F,34.0,2010-07-09 00:00:00,缤纷卡
1000011827200944,F,31.0,2018-09-29 17:04:24,缤纷卡
1010010018029613,F,42.0,2012-11-04 00:00:00,缤纷卡
1000011809900012,F,35.0,2018-04-09 12:22:52,预享卡
6600119125,F,36.0,2016-09-20 10:35:09,缤纷卡
1010010011223062,F,29.0,2015-05-30 00:00:00,缤纷卡
1010010011193182,F,34.0,2009-04-23 00:00:00,缤纷卡
1000011826000195,F,35.0,2018-09-17 12:24:21,缤纷卡
1010010018023760,F,43.0,2011-02-22 00:00:00,璀璨卡
1000011814701329,F,-1.0,2018-05-27 18:37:58,预享卡
1010010011101977,F,43.0,2015-01-17 00:00:00,缤纷卡
1010020011212057,F,29.0,2016-05-22 00:00:00,缤纷卡
1010010011164265,M,28.0,2014-01-22 00:00:00,缤纷卡
1010010011217157,F,39.0,2017-02-04 00:00:00,缤纷卡
1010010011152629,F,32.0,2010-11-10 00:00:00,缤纷卡
1010010011137173,F,28.0,2013-03-28 00:00:00,缤纷卡
1000011814300569,F,29.0,2018-05-23 19:04:59,缤纷卡
1000011915803852,F,-1.0,2019-06-07 17:53:49,预享卡
1010010011190857,F,32.0,2011-10-11 00:00:00,缤纷卡
1010010011189212,M,39.0,2015-07-04 00:00:00,缤纷卡
1010010011198854,M,30.0,2012-12-07 00:00:00,缤纷卡
1010010011144757,F,-1.0,2011-07-15 00:00:00,缤纷卡
1000011920906198,M,-1.0,2019-07-28 16:40:24,预享卡
1010010011194358,M,30.0,2015-02-17 00:00:00,缤纷卡
1010010011233811,F,28.0,2010-08-14 00:00:00,缤纷卡
1010010011207690,F,33.0,2016-09-09 00:00:00,缤纷卡
1010010018024871,F,35.0,2009-09-29 00:00:00,璀璨卡
1010010011142427,F,-1.0,2013-11-23 00:00:00,缤纷卡
6600114607,F,-1.0,2016-09-10 01:26:37,缤纷卡
1010010011249051,F,28.0,2012-05-06 00:00:00,璀璨卡
1010010011140082,F,34.0,2013-06-29 00:00:00,缤纷卡
1010010011157185,M,27.0,2015-08-16 00:00:00,缤纷卡
06900007178,F,18.0,2017-05-18 18:49:53,预享卡
6600145217,F,-1.0,2016-12-16 17:32:25,缤纷卡
06900097856,M,28.0,2018-01-29 21:58:15,缤纷卡
1010010011115818,F,37.0,2012-12-05 00:00:00,缤纷卡
1010010018038043,M,39.0,2017-05-19 00:00:00,璀璨卡
1010010018018867,F,36.0,2015-11-02 00:00:00,璀璨卡
1010010011336368,F,38.0,2017-05-15 00:00:00,缤纷卡
1010010018049377,F,31.0,2009-08-07 00:00:00,璀璨卡
1010010018050972,M,46.0,2010-02-02 00:00:00,璀璨卡
1010010018019512,F,34.0,2009-03-28 00:00:00,璀璨卡
1010010011192933,M,28.0,2015-05-09 00:00:00,缤纷卡
1010010011140451,F,42.0,2010-10-05 00:00:00,缤纷卡
1000011802800086,F,24.0,2018-01-28 14:52:27,璀璨卡
1010010018001569,F,38.0,2011-02-02 00:00:00,璀璨卡
6600225730,M,-1.0,2017-01-25 12:47:59,璀璨卡
1010010011224525,M,33.0,2016-08-15 00:00:00,缤纷卡
1010010018050716,F,36.0,2016-03-30 00:00:00,璀璨卡
1010010011206112,F,41.0,2016-10-05 00:00:00,缤纷卡
1010010011298765,M,26.0,2017-10-14 00:00:00,缤纷卡
1010010011102318,M,28.0,2014-12-29 00:00:00,缤纷卡
1010010018012593,F,31.0,2008-05-23 00:00:00,璀璨卡
1000011803500093,M,33.0,2018-02-04 14:49:23,缤纷卡
06900076527,F,18.0,2017-08-24 12:11:45,预享卡
1010010011126758,M,26.0,2016-01-23 00:00:00,缤纷卡
1010010011100411,F,37.0,2009-06-24 00:00:00,缤纷卡
06900088481,M,-1.0,2017-11-21 11:00:21,预享卡
1010010011150095,F,29.0,2014-10-12 00:00:00,缤纷卡
1010010011298851,F,41.0,2017-10-20 00:00:00,璀璨卡
1010010011146040,F,33.0,2014-09-28 00:00:00,缤纷卡
06900052758,F,37.0,2017-07-01 00:00:00,缤纷卡
06900006284,F,27.0,2017-05-08 00:00:00,缤纷卡
1010010011182132,F,36.0,2015-06-25 00:00:00,缤纷卡
1010010011133444,F,25.0,2016-12-11 00:00:00,缤纷卡
1000011803300179,M,-1.0,2018-02-02 20:07:18,预享卡
06900073804,F,30.0,2017-08-02 17:04:38,预享卡
1010010011223300,F,39.0,2016-07-23 00:00:00,璀璨卡
1010010018012679,M,36.0,2011-08-11 00:00:00,璀璨卡
1010010018017010,F,35.0,2008-05-14 00:00:00,璀璨卡
1010010011249770,F,37.0,2008-05-03 00:00:00,缤纷卡
1010010018039117,M,33.0,2010-06-15 00:00:00,璀璨卡
5309700000773681,F,34.0,2009-04-23 00:00:00,预享卡
1000011804200085,M,-1.0,2018-02-11 16:36:00,预享卡
1010010011189041,F,37.0,2013-11-14 00:00:00,缤纷卡
1010010011222216,M,29.0,2015-11-29 00:00:00,缤纷卡
1010010011162192,F,31.0,2010-08-11 00:00:00,缤纷卡
6600084397,F,-1.0,2015-11-28 00:00:00,璀璨卡
1010010018009051,F,38.0,2013-07-03 00:00:00,璀璨卡
6600100544,F,37.0,2016-08-18 00:00:00,璀璨卡
6600089172,F,-1.0,2016-04-16 00:00:00,缤纷卡
6227605178234092,F,38.0,2009-11-04 00:00:00,缤纷卡
1010010011220968,F,32.0,2015-10-31 00:00:00,缤纷卡
1010010011232764,F,31.0,2013-08-27 00:00:00,缤纷卡
1010010011220352,M,35.0,2015-11-15 00:00:00,缤纷卡
06900084513,F,30.0,2017-10-25 11:30:25,缤纷卡
6600235319,F,-1.0,2017-02-01 17:46:51,缤纷卡
1010010011109753,F,31.0,2016-05-21 00:00:00,缤纷卡
1010010011208850,F,23.0,2016-09-24 00:00:00,缤纷卡
1010010018031740,M,33.0,2016-09-08 00:00:00,璀璨卡
1000011804500147,F,30.0,2018-02-14 19:41:34,缤纷卡
1010010011217422,M,44.0,2017-01-25 00:00:00,缤纷卡
1010010011339157,M,29.0,2017-09-16 00:00:00,缤纷卡
1010010011140613,F,34.0,2009-10-02 00:00:00,缤纷卡
1010010011228465,F,28.0,2015-08-03 00:00:00,缤纷卡
1000011804800165,F,20.0,2018-02-17 19:43:53,缤纷卡
1000011805000114,F,33.0,2018-02-19 17:29:18,缤纷卡
1010010011174888,F,33.0,2013-12-28 00:00:00,璀璨卡
6600232303,F,-1.0,2017-01-30 12:19:02,缤纷卡
06900080821,M,32.0,2017-09-24 00:00:00,缤纷卡
06900001601,F,30.0,2017-04-15 00:00:00,璀璨卡
1010010018019360,M,32.0,2015-06-27 00:00:00,璀璨卡
1010010018028811,F,45.0,2014-03-09 00:00:00,璀璨卡
1010010011138664,F,31.0,2013-02-18 00:00:00,缤纷卡
1010010011148244,F,38.0,2014-10-06 00:00:00,缤纷卡
6600162069,F,-1.0,2016-12-26 18:43:12,缤纷卡
1000011903900846,M,42.0,2019-02-08 13:58:07,预享卡
06900006110,F,18.0,2017-05-06 17:57:15,预享卡
1000011806100053,M,-1.0,2018-03-02 19:59:58,预享卡
1010010018037668,F,47.0,2011-09-28 00:00:00,璀璨卡
06900087991,M,-1.0,2017-11-18 13:46:05,预享卡
1010010018002159,F,46.0,2010-07-31 00:00:00,璀璨卡
1010010011230023,M,27.0,2016-02-20 00:00:00,缤纷卡
1010010011111251,M,35.0,2016-04-24 00:00:00,缤纷卡
1010010011144766,F,32.0,2013-12-03 00:00:00,缤纷卡
1010020018004381,F,30.0,2012-02-08 00:00:00,璀璨卡
6600091606,F,35.0,2016-06-24 10:30:06,缤纷卡
1000011811600251,M,-1.0,2018-04-26 23:23:12,预享卡
1010010018029131,M,30.0,2012-02-08 00:00:00,璀璨卡
1010010011191033,F,28.0,2014-10-11 00:00:00,缤纷卡
6600085491,M,-1.0,2015-12-29 00:00:00,缤纷卡
1010010018039639,F,29.0,2009-11-10 00:00:00,璀璨卡
1010010011172755,F,30.0,2013-06-08 00:00:00,璀璨卡
1000011826300771,M,29.0,2018-09-20 18:21:59,缤纷卡
1010010011248937,M,31.0,2009-09-02 00:00:00,缤纷卡
1010000001000426,M,33.0,2013-08-21 00:00:00,璀璨卡
1010010018039220,M,33.0,2017-02-08 00:00:00,璀璨卡
801000020464,M,41.0,2010-05-27 00:00:00,璀璨卡
0519120393,F,-1.0,2018-01-18 20:29:16,预享卡
1010010018001648,F,36.0,2009-04-08 00:00:00,璀璨卡
1010010011231507,F,22.0,2015-10-10 00:00:00,缤纷卡
1010010018042623,F,31.0,2010-01-15 00:00:00,璀璨卡
1010010018018373,F,34.0,2016-10-01 00:00:00,璀璨卡
1010010011186167,M,30.0,2014-11-16 00:00:00,缤纷卡
1010010011240904,M,29.0,2012-10-03 00:00:00,缤纷卡
0519080006,U,-1.0,2017-09-03 19:03:51,璀璨卡
1010010011150609,F,31.0,2015-08-06 00:00:00,缤纷卡
0500416998,U,49.0,2017-08-26 00:00:00,预享卡
1010010018018034,F,-1.0,2015-03-15 00:00:00,璀璨卡
1010010011124944,F,34.0,2016-01-10 00:00:00,缤纷卡
1010010011158153,F,31.0,2015-07-24 00:00:00,缤纷卡
1010010018020038,M,37.0,2011-05-21 00:00:00,璀璨卡
1000011816600224,F,-1.0,2018-06-15 13:57:27,预享卡
0519069812,M,25.0,2018-04-14 00:00:00,璀璨卡
1000011804100329,M,36.0,2018-02-10 21:58:10,缤纷卡
1000011814800400,F,41.0,2018-05-28 17:40:30,缤纷卡
1010010011335545,F,33.0,2017-05-03 00:00:00,缤纷卡
1010010011131963,M,24.0,2016-12-07 00:00:00,缤纷卡
1010010018039016,M,30.0,2016-04-23 00:00:00,璀璨卡
1010010018035810,M,45.0,2016-10-02 00:00:00,璀璨卡
1010010011100803,F,33.0,2015-09-09 00:00:00,缤纷卡
1000011813400372,F,-1.0,2018-05-14 16:42:41,预享卡
1010010018010379,M,34.0,2016-07-08 00:00:00,璀璨卡
1010010018038542,F,29.0,2016-11-06 00:00:00,缤纷卡
1010010011135030,M,23.0,2016-12-31 00:00:00,缤纷卡
1010010018040667,F,33.0,2016-04-03 00:00:00,璀璨卡
1010010018035123,F,36.0,2016-03-27 00:00:00,璀璨卡
1010010018018743,M,31.0,2015-11-24 00:00:00,缤纷卡
1010010018004545,F,33.0,2016-03-04 00:00:00,璀璨卡
1010010011110053,F,30.0,2016-06-09 00:00:00,缤纷卡
1010010018032678,F,33.0,2016-05-27 00:00:00,璀璨卡
1010010011135333,M,24.0,2016-12-24 00:00:00,缤纷卡
1010010018010383,F,37.0,2016-07-08 00:00:00,璀璨卡
1010010018006764,M,32.0,2016-02-14 00:00:00,璀璨卡
1010010018039829,F,-1.0,2015-12-01 00:00:00,缤纷卡
1010010018039826,M,-1.0,2015-12-03 00:00:00,缤纷卡
1010010018038887,M,26.0,2016-04-23 00:00:00,璀璨卡
1010010018039809,M,35.0,2016-05-28 00:00:00,璀璨卡
1010010011156457,F,30.0,2015-01-25 00:00:00,缤纷卡
1010010011232258,F,41.0,2013-08-22 00:00:00,缤纷卡
1010010018039828,F,26.0,2016-05-01 00:00:00,璀璨卡
1010010018031715,F,27.0,2016-11-02 00:00:00,缤纷卡
1010010018032567,F,32.0,2016-05-07 00:00:00,璀璨卡
1010010018042759,F,29.0,2016-01-14 00:00:00,璀璨卡
1000011801600085,M,-1.0,2018-01-16 19:39:50,预享卡
1010010018038536,F,23.0,2016-10-11 00:00:00,璀璨卡
1010010011100453,F,37.0,2015-11-01 00:00:00,缤纷卡
1010010018003446,F,43.0,2009-01-30 00:00:00,璀璨卡
1010010011102384,F,30.0,2012-10-08 00:00:00,缤纷卡
6600192170,F,-1.0,2017-01-09 12:11:18,缤纷卡
1010010011150937,F,37.0,2015-08-15 00:00:00,缤纷卡
1010010011106144,F,31.0,2014-08-25 00:00:00,缤纷卡
06900079937,M,31.0,2017-09-16 19:16:07,璀璨卡
1010010011336378,F,41.0,2017-05-16 00:00:00,缤纷卡
1010010011243532,F,27.0,2014-08-14 00:00:00,缤纷卡
06900093294,M,29.0,2017-12-20 20:37:12,缤纷卡
1000011804400147,F,37.0,2018-02-13 19:44:27,缤纷卡
1010010018021582,M,31.0,2016-08-20 00:00:00,璀璨卡
1010010018042785,F,32.0,2011-07-22 00:00:00,璀璨卡
1010010018048639,F,29.0,2014-04-08 00:00:00,璀璨卡
1000011823200967,F,32.0,2018-08-20 21:48:47,缤纷卡
1000011807600122,M,-1.0,2018-03-17 16:04:11,预享卡
1000011903302706,F,30.0,2019-02-02 20:27:49,缤纷卡
1010010011202325,F,32.0,2014-03-14 00:00:00,缤纷卡
1110020011106291,M,30.0,2013-04-21 00:00:00,缤纷卡
1010010011169532,F,39.0,2011-02-12 00:00:00,缤纷卡
1000011902200809,U,33.0,2019-01-22 15:34:55,预享卡
1000011802600001,F,35.0,2018-01-26 08:26:55,缤纷卡
1010010011221478,F,30.0,2009-10-16 00:00:00,璀璨卡
1010010018016965,F,30.0,2013-09-25 00:00:00,璀璨卡
1010010011149975,M,41.0,2014-10-11 00:00:00,缤纷卡
1010010011236831,M,30.0,2014-05-18 00:00:00,璀璨卡
1010010011221506,F,33.0,2015-05-28 00:00:00,缤纷卡
1010010018003231,F,35.0,2008-06-14 00:00:00,璀璨卡
06900088594,M,-1.0,2017-11-22 13:43:14,预享卡
1000011813000067,M,-1.0,2018-05-10 11:55:07,预享卡
6600089994,F,-1.0,2016-05-10 00:00:00,缤纷卡
06900077085,F,18.0,2017-08-27 13:46:40,预享卡
1010010018051207,F,33.0,2016-01-08 00:00:00,璀璨卡
1010010018017221,M,36.0,2012-07-27 00:00:00,璀璨卡
1010010018032828,M,35.0,2016-06-16 00:00:00,璀璨卡
1010010018047000,F,34.0,2013-12-16 00:00:00,璀璨卡
1010010018051372,F,38.0,2016-04-05 00:00:00,璀璨卡
1010010018024207,F,52.0,2010-05-22 00:00:00,璀璨卡
6000078349,M,-1.0,2015-07-16 00:00:00,缤纷卡
1110020011101885,F,33.0,2011-04-04 00:00:00,缤纷卡
1010010018035671,M,30.0,2016-11-30 00:00:00,缤纷卡
1010010018034449,F,28.0,2013-10-24 00:00:00,缤纷卡
1010010018015241,F,42.0,2010-03-12 00:00:00,璀璨卡
1010010011155180,M,31.0,2015-04-10 00:00:00,缤纷卡
1010010011104755,M,37.0,2012-05-13 00:00:00,缤纷卡
1010010011339053,F,39.0,2017-10-01 00:00:00,缤纷卡
06900087617,M,-1.0,2017-11-15 13:50:00,预享卡
1010010018017744,M,32.0,2013-09-14 00:00:00,璀璨卡
1010010011132049,M,33.0,2012-03-15 00:00:00,璀璨卡
1010010018016872,M,30.0,2016-05-07 00:00:00,璀璨卡
06900095726,M,-1.0,2017-12-30 17:25:14,预享卡
1010010011209071,F,37.0,2016-10-04 00:00:00,璀璨卡
1010010018021726,F,30.0,2016-12-11 00:00:00,璀璨卡
1010010011247866,F,36.0,2012-10-16 00:00:00,缤纷卡
1000011807600164,M,-1.0,2018-03-17 17:46:34,预享卡
1010010018043323,M,33.0,2016-04-23 00:00:00,璀璨卡
1010010011150118,F,31.0,2010-12-21 00:00:00,璀璨卡
1010010011159925,M,36.0,2010-09-05 00:00:00,缤纷卡
1010010018037800,M,49.0,2017-06-19 00:00:00,璀璨卡
06900094681,M,-1.0,2017-12-23 23:14:44,预享卡
1010010018004413,F,33.0,2011-10-30 00:00:00,缤纷卡
1010010018050619,M,32.0,2013-11-13 00:00:00,缤纷卡
1010010011214796,F,22.0,2017-02-23 00:00:00,缤纷卡
1010010018037601,F,30.0,2011-07-05 00:00:00,璀璨卡
1010010018003113,M,38.0,2010-07-28 00:00:00,璀璨卡
1010010018049110,F,37.0,2008-06-12 00:00:00,璀璨卡
1010010011142143,F,31.0,2013-11-30 00:00:00,缤纷卡
1010010018051206,F,28.0,2012-04-10 00:00:00,璀璨卡
1010020011164740,M,28.0,2015-01-01 00:00:00,璀璨卡
1010010011217272,F,26.0,2017-02-06 00:00:00,缤纷卡
1000011915208678,F,23.0,2019-06-01 22:21:44,预享卡
1000011829000216,F,35.0,2018-10-17 13:35:57,缤纷卡
1010010011152480,M,37.0,2015-06-26 00:00:00,缤纷卡
1010010011179013,F,25.0,2015-05-01 00:00:00,缤纷卡
1010010018026357,F,32.0,2010-07-04 00:00:00,璀璨卡
1010010011124878,M,43.0,2016-01-17 00:00:00,缤纷卡
1000011816801285,F,20.0,2018-06-17 19:06:24,缤纷卡
1010010011102136,F,24.0,2015-01-19 00:00:00,缤纷卡
1010010011231146,M,27.0,2015-10-02 00:00:00,缤纷卡
1010010018037271,F,33.0,2016-05-11 00:00:00,璀璨卡
6900093031,M,27.0,2017-12-19 13:50:23,璀璨卡
1010010011159560,M,30.0,2014-08-13 00:00:00,缤纷卡
1010010011175653,F,30.0,2013-12-19 00:00:00,缤纷卡
1000011901002608,F,-1.0,2019-01-10 17:36:49,预享卡
1000011907900948,M,28.0,2019-03-20 19:23:20,缤纷卡
1000011832903388,F,-1.0,2018-11-25 20:45:45,预享卡
1010010011125255,F,30.0,2015-12-25 00:00:00,缤纷卡
1010010018004479,F,34.0,2009-05-13 00:00:00,璀璨卡
1000011807900028,F,48.0,2018-03-20 14:18:34,缤纷卡
1000011808700031,F,33.0,2018-03-28 14:01:39,璀璨卡
1010010018042773,M,31.0,2016-01-14 00:00:00,璀璨卡
1010010018041061,F,29.0,2012-01-14 00:00:00,璀璨卡
1010010011168376,M,35.0,2013-02-15 00:00:00,缤纷卡
1010010011144335,F,39.0,2011-09-06 00:00:00,缤纷卡
1000011916601185,U,-1.0,2019-06-15 11:15:55,预享卡
1010010011178279,M,30.0,2015-02-28 00:00:00,缤纷卡
1010020011210654,F,37.0,2016-05-15 00:00:00,璀璨卡
1010010018038058,F,34.0,2017-05-16 00:00:00,璀璨卡
1000011824001889,F,-1.0,2018-08-28 12:02:04,预享卡
1010010011159249,F,23.0,2015-07-19 00:00:00,缤纷卡
1010010011207274,M,28.0,2016-09-01 00:00:00,缤纷卡
1010010011239069,F,36.0,2010-05-23 00:00:00,缤纷卡
1010020011452456,F,29.0,2017-12-05 00:00:00,璀璨卡
1000011835701125,F,35.0,2018-12-23 12:43:23,缤纷卡
6600091429,M,31.0,2016-06-22 15:24:41,缤纷卡
1010010011119803,F,36.0,2016-03-27 00:00:00,缤纷卡
1000011911202601,M,-1.0,2019-04-22 18:00:00,预享卡
1010010011121863,F,26.0,2016-04-17 00:00:00,至尊卡
1010010011135480,M,30.0,2017-01-03 00:00:00,缤纷卡
1010010011159158,F,30.0,2015-07-23 00:00:00,缤纷卡
1010010018036493,M,40.0,2017-02-02 00:00:00,璀璨卡
1000011823200052,F,25.0,2018-08-20 10:06:02,预享卡
1000011802600121,M,22.0,2018-01-26 19:05:19,缤纷卡
1010010018000826,M,34.0,2011-01-16 00:00:00,璀璨卡
1010020011199670,M,25.0,2014-12-11 00:00:00,璀璨卡
1010020011183860,F,26.0,2015-12-15 00:00:00,璀璨卡
1000011822301183,M,-1.0,2018-08-11 16:18:23,璀璨卡
1000011820302001,F,-1.0,2018-07-22 21:07:37,预享卡
1010010018050588,F,27.0,2014-12-21 00:00:00,璀璨卡
0519057614,F,32.0,2017-06-17 15:52:32,预享卡
1022010018014284,F,41.0,2013-05-24 00:00:00,璀璨卡
6600151024,F,-1.0,2016-12-22 19:40:20,缤纷卡
1010010011224927,F,-1.0,2016-07-10 00:00:00,缤纷卡
1000011824402780,M,44.0,2018-09-01 15:23:33,璀璨卡
1010010018036208,F,43.0,2013-12-25 00:00:00,璀璨卡
1000011825300231,F,56.0,2018-09-10 12:22:32,璀璨卡
06900051396,F,25.0,2017-06-30 16:58:53,缤纷卡
1010010018022986,F,39.0,2009-11-17 00:00:00,璀璨卡
1010010018037958,F,28.0,2017-05-29 00:00:00,璀璨卡
1010010011224929,F,26.0,2016-07-10 00:00:00,缤纷卡
06900001140,F,29.0,2017-04-11 20:27:43,璀璨卡
1010010011142598,F,40.0,2011-09-06 00:00:00,缤纷卡
1010010018015092,F,45.0,2011-06-11 00:00:00,至尊卡
6600198273,F,-1.0,2017-01-12 09:39:01,缤纷卡
6600147210,F,33.0,2016-12-19 15:23:17,璀璨卡
1010010018002851,F,32.0,2008-05-02 00:00:00,璀璨卡
1000011807000233,M,-1.0,2018-03-11 19:12:24,预享卡
1010010011339266,F,36.0,2017-08-20 00:00:00,缤纷卡
1000011806800104,M,-1.0,2018-03-09 18:41:55,预享卡
1000011818901981,F,-1.0,2018-07-08 21:39:05,预享卡
06900082969,F,-1.0,2017-10-11 16:51:16,预享卡
1010010011139028,F,33.0,2008-09-11 00:00:00,缤纷卡
0519056554,F,28.0,2017-06-11 19:05:17,缤纷卡
1000011807600192,F,42.0,2018-03-17 19:02:55,璀璨卡
1000011822401863,F,29.0,2018-08-12 19:17:09,缤纷卡
06900093894,F,42.0,2017-12-22 13:51:06,缤纷卡
06900065338,F,18.0,2017-07-12 11:00:26,预享卡
1010010011168803,F,30.0,2012-11-01 00:00:00,缤纷卡
1000011802600096,F,27.0,2018-01-26 18:54:33,缤纷卡
06900098044,F,36.0,2018-02-11 15:37:43,缤纷卡
1000011824000913,F,20.0,2018-08-28 10:24:52,缤纷卡
1010010011231814,F,36.0,2010-07-04 00:00:00,缤纷卡
06900081253,F,18.0,2017-09-29 17:39:29,预享卡
06900076585,F,28.0,2017-08-24 00:00:00,缤纷卡
1010010011136371,M,26.0,2016-12-31 00:00:00,璀璨卡
1010010011336565,F,39.0,2017-05-22 00:00:00,璀璨卡
06900084999,M,44.0,2017-10-28 18:40:10,缤纷卡
06900091156,M,32.0,2017-12-10 12:39:03,缤纷卡
1010010011137347,F,34.0,2013-09-17 00:00:00,缤纷卡
06900045281,F,27.0,2017-06-24 11:43:19,缤纷卡
1000011801300148,F,32.0,2018-01-13 18:05:57,缤纷卡
1010010011221867,F,26.0,2015-12-07 00:00:00,璀璨卡
06900088568,M,-1.0,2017-11-21 21:46:19,预享卡
6600147064,F,-1.0,2016-12-18 16:40:30,缤纷卡
1000011801400107,F,25.0,2018-01-14 16:17:51,璀璨卡
1010010018037929,F,33.0,2017-06-01 00:00:00,璀璨卡
1000011815100305,F,-1.0,2018-05-31 15:35:23,预享卡
1010010011140417,F,34.0,2010-11-29 00:00:00,缤纷卡
06900073003,F,18.0,2017-07-26 19:30:42,预享卡
6600296333,M,26.0,2017-04-09 10:08:33,缤纷卡
1010010018035957,M,30.0,2015-01-15 00:00:00,璀璨卡
1010020011180580,M,25.0,2016-06-28 00:00:00,璀璨卡
06900091579,F,36.0,2017-12-13 15:34:19,预享卡
6600271132,M,30.0,2017-02-26 22:56:58,璀璨卡
1010010011191758,F,47.0,2015-05-16 00:00:00,璀璨卡
1010010011337161,M,31.0,2017-05-30 00:00:00,缤纷卡
1000011807800040,F,41.0,2018-03-19 14:55:10,预享卡
1010010011137905,F,29.0,2013-06-21 00:00:00,缤纷卡
06900046461,F,18.0,2017-06-25 14:01:08,预享卡
1010010011126057,F,27.0,2015-10-25 00:00:00,缤纷卡
1010010018019461,F,32.0,2013-01-12 00:00:00,璀璨卡
06900004899,F,32.0,2017-04-28 21:44:41,缤纷卡
1000011816900169,M,37.0,2018-06-18 12:03:57,缤纷卡
1010010018034688,F,33.0,2015-12-21 00:00:00,璀璨卡
1010010018017915,F,43.0,2009-12-29 00:00:00,璀璨卡
1010010011106370,F,51.0,2012-01-16 00:00:00,缤纷卡
1010010011205018,F,35.0,2016-11-02 00:00:00,缤纷卡
6600082602,F,-1.0,2015-09-25 00:00:00,缤纷卡
6600153322,F,-1.0,2016-12-23 15:50:30,缤纷卡
1010010011207181,F,33.0,2016-08-30 00:00:00,缤纷卡
06900058843,F,21.0,2017-07-06 00:00:00,缤纷卡
1010010018024290,M,31.0,2011-12-05 00:00:00,璀璨卡
1010010011217342,F,29.0,2017-02-08 00:00:00,缤纷卡
06900097352,M,-1.0,2018-01-09 21:19:19,预享卡
1000011817100205,F,-1.0,2018-06-20 14:42:40,预享卡
1000011814500243,F,32.0,2018-05-25 13:43:13,缤纷卡
1010010011168823,F,36.0,2013-04-04 00:00:00,璀璨卡
0519091121,U,-1.0,2017-10-14 00:00:00,缤纷卡
1010010018051558,F,25.0,2017-10-08 00:00:00,璀璨卡
0519108218,F,-1.0,2017-12-10 19:03:42,预享卡
6000060374,U,50.0,2015-05-05 00:00:00,璀璨卡
1010010011155607,F,31.0,2015-02-02 00:00:00,缤纷卡
1010010018001164,F,41.0,2009-01-04 00:00:00,璀璨卡
1000011803300031,F,24.0,2018-02-02 14:05:38,璀璨卡
1010010011216517,F,44.0,2017-04-02 00:00:00,缤纷卡
1010010011242395,F,35.0,2011-10-26 00:00:00,缤纷卡
6000104607,U,32.0,2016-03-05 00:00:00,缤纷卡
1010010018037765,F,37.0,2017-06-21 00:00:00,璀璨卡
1000011812000226,M,39.0,2018-04-30 17:42:13,缤纷卡
06900093818,M,-1.0,2017-12-22 09:44:21,预享卡
06900091601,M,39.0,2017-12-13 18:07:13,璀璨卡
1000011812100187,M,-1.0,2018-05-01 16:29:56,预享卡
1010010011182104,F,24.0,2015-06-24 00:00:00,缤纷卡
1010010018037400,F,29.0,2017-01-21 00:00:00,璀璨卡
1000011820801190,M,61.0,2018-07-27 23:59:30,璀璨卡
1010010011249632,F,40.0,2013-01-17 00:00:00,缤纷卡
1010010018013859,F,39.0,2009-01-24 00:00:00,璀璨卡
1010010011195167,F,37.0,2015-02-22 00:00:00,缤纷卡
6900020281,F,30.0,2017-06-04 00:00:00,璀璨卡
1010010011124757,F,34.0,2016-01-25 00:00:00,缤纷卡
1000011916502585,F,-1.0,2019-06-14 18:26:21,缤纷卡
1000011803100060,F,48.0,2018-01-31 17:28:53,缤纷卡
1010010011339049,M,28.0,2017-10-02 00:00:00,缤纷卡
1010010018051192,F,26.0,2016-04-26 00:00:00,璀璨卡
1000011825805731,F,-1.0,2018-09-15 20:18:15,预享卡
1010010018049669,F,27.0,2016-08-02 00:00:00,璀璨卡
1000011918202326,U,22.0,2019-07-01 13:44:45,预享卡
1000011819100531,F,-1.0,2018-07-10 14:06:22,预享卡
1010010011121422,F,41.0,2016-04-08 00:00:00,缤纷卡
1000011816500249,F,23.0,2018-06-14 14:32:12,璀璨卡
1010010011161134,M,34.0,2011-08-18 00:00:00,缤纷卡
1010010011192937,M,36.0,2015-05-08 00:00:00,璀璨卡
1010010011104274,F,28.0,2014-12-17 00:00:00,缤纷卡
6600260294,M,24.0,2017-02-19 20:51:57,璀璨卡
1000011836101094,F,-1.0,2018-12-27 15:23:00,预享卡
1010010018022479,M,35.0,2009-06-03 00:00:00,璀璨卡
1010010011209124,M,29.0,2016-10-03 00:00:00,缤纷卡
1010010011248762,F,36.0,2013-07-05 00:00:00,缤纷卡
1010020011267482,F,21.0,2016-10-15 00:00:00,璀璨卡
6600129573,M,29.0,2016-11-26 00:00:00,缤纷卡
1000011828602219,F,-1.0,2018-10-13 20:07:12,预享卡
1010010011117134,F,47.0,2013-01-31 00:00:00,缤纷卡
1010010011205020,F,26.0,2016-11-02 00:00:00,缤纷卡
